[29Nov2024 00:00:00.302] [Server thread/INFO] [com.willr27.blocklings.Blocklings/]: Creating trees list.
[29Nov2024 00:00:19.632] [Server thread/INFO] [net.minecraftforge.common.AdvancementLoadFix/]: Using new advancement loading for net.minecraft.advancements.PlayerAdvancements@79ced8b5
[29Nov2024 00:00:19.704] [Server thread/INFO] [net.minecraft.server.management.PlayerList/]: ATT_CANNIVAL[/127.97.139.157:41829] logged in with entity id 864 at (470.12545977768156, 112.4407950423101, -140.1728204007834)
[29Nov2024 00:00:19.839] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: ATT_CANNIVAL joined the game
[29Nov2024 00:00:19.846] [Server thread/INFO] [tac/]: PENDING
[29Nov2024 00:00:20.157] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize chanceCubes.commands.RewardArgument@6ecd4bf7 (class chanceCubes.commands.RewardArgument) - will not be sent to client!
[29Nov2024 00:00:20.158] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize chanceCubes.commands.RewardArgument@6b32e012 (class chanceCubes.commands.RewardArgument) - will not be sent to client!
[29Nov2024 00:00:20.159] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize chanceCubes.commands.RewardInfoActionArgument@5b110777 (class chanceCubes.commands.RewardInfoActionArgument) - will not be sent to client!
[29Nov2024 00:00:20.159] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize chanceCubes.commands.RewardArgument@791d8eec (class chanceCubes.commands.RewardArgument) - will not be sent to client!
[29Nov2024 00:00:20.161] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize jackiecrazy.wardance.command.SkillArgument@56588ce4 (class jackiecrazy.wardance.command.SkillArgument) - will not be sent to client!
[29Nov2024 00:00:20.162] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize dev.toma.gunsrpg.common.command.JsonArgumentType@30120839 (class dev.toma.gunsrpg.common.command.JsonArgumentType) - will not be sent to client!
[29Nov2024 00:00:20.163] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize dev.toma.gunsrpg.common.command.JsonArgumentType@40ed3989 (class dev.toma.gunsrpg.common.command.JsonArgumentType) - will not be sent to client!
[29Nov2024 00:00:20.163] [Netty Epoll Server IO #2/ERROR] [net.minecraft.command.arguments.ArgumentTypes/]: Could not serialize dev.toma.gunsrpg.common.command.JsonArgumentType@393481b8 (class dev.toma.gunsrpg.common.command.JsonArgumentType) - will not be sent to client!
[29Nov2024 00:00:20.172] [Server thread/INFO] [ToolLeveling/]: Sending config to client: 'toolleveling:general'
[29Nov2024 00:00:20.173] [Server thread/INFO] [ToolLeveling/]: Sending config to client: 'toolleveling:item_values'
[29Nov2024 00:00:20.173] [Server thread/INFO] [ToolLeveling/]: Sending config to client: 'toolleveling:commands'
[29Nov2024 00:00:20.176] [Server thread/INFO] [net.mcreator.tmtmcoresandmore.TmtmcoresandmoreMod/]: TmTmc-OresAndMore loaded
[29Nov2024 00:00:20.178] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:72]: enable_welcome: true
[29Nov2024 00:00:20.178] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:73]: welcome_message: Welcome to our server 
[29Nov2024 00:00:20.178] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:74]: enable_all_ores: true
[29Nov2024 00:00:20.179] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:75]: enable_all_ingots: true
[29Nov2024 00:00:20.180] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:76]: enable_all_blocks: true
[29Nov2024 00:00:20.180] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:77]: enable_all_armors: true
[29Nov2024 00:00:20.181] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:78]: enable_all_swords_bows: true
[29Nov2024 00:00:20.181] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:79]: enable_all_foods: true
[29Nov2024 00:00:20.181] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:80]: enable_all_paintings: true
[29Nov2024 00:00:20.181] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:81]: enable_all_poisons: true
[29Nov2024 00:00:20.182] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:82]: enable_all_powders: true
[29Nov2024 00:00:20.182] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:83]: enable_all_tools: true
[29Nov2024 00:00:20.182] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:84]: enable_all_recipes: true
[29Nov2024 00:00:20.182] [Server thread/INFO] [STDOUT/]: [net.mcreator.tmtmcoresandmore.procedures.OpenConfigFileProcedure:executeProcedure:85]: enable_all_advancements: true
[29Nov2024 00:00:20.234] [Server thread/INFO] [io.github.lightman314.lightmanscurrency.LightmansCurrency/]: Reloading ATM Data
[29Nov2024 00:00:20.297] [Server thread/INFO] [structurize/]: New Server UUID 19b458ed-ae09-4eec-814e-3164a5e78aad
[29Nov2024 00:00:20.432] [Thread-13/INFO] [chancecubes/]: No custom rewards detected for the current user!
[29Nov2024 00:00:20.838] [Server thread/INFO] [com.alrex.parcool.ParCool/]: Limitation of fc7b24d9-b9a0-37fe-a22c-1653103fa143 was loaded
[29Nov2024 00:03:18.894] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2200, l='ServerLevel[world]', x=565.00, y=58.00, z=-166.00]
[29Nov2024 00:03:19.001] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2422, l='ServerLevel[world]', x=589.00, y=46.00, z=-194.00]
[29Nov2024 00:03:19.001] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2423, l='ServerLevel[world]', x=587.00, y=41.00, z=-178.00]
[29Nov2024 00:03:19.002] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2424, l='ServerLevel[world]', x=599.00, y=45.00, z=-202.00]
[29Nov2024 00:03:19.003] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2425, l='ServerLevel[world]', x=619.00, y=54.00, z=-229.00]
[29Nov2024 00:03:19.003] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2426, l='ServerLevel[world]', x=578.00, y=58.00, z=-220.00]
[29Nov2024 00:03:19.004] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2427, l='ServerLevel[world]', x=598.00, y=38.00, z=-203.00]
[29Nov2024 00:03:19.005] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2428, l='ServerLevel[world]', x=598.00, y=52.00, z=-225.00]
[29Nov2024 00:03:19.005] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2429, l='ServerLevel[world]', x=591.00, y=43.00, z=-223.00]
[29Nov2024 00:03:19.006] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2430, l='ServerLevel[world]', x=588.00, y=49.00, z=-199.00]
[29Nov2024 00:03:19.006] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2431, l='ServerLevel[world]', x=603.00, y=54.00, z=-228.00]
[29Nov2024 00:03:19.006] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2432, l='ServerLevel[world]', x=577.00, y=50.00, z=-223.00]
[29Nov2024 00:03:19.007] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2433, l='ServerLevel[world]', x=603.00, y=51.00, z=-219.00]
[29Nov2024 00:03:19.007] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2434, l='ServerLevel[world]', x=602.00, y=39.00, z=-191.00]
[29Nov2024 00:03:19.008] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2435, l='ServerLevel[world]', x=569.00, y=45.00, z=-182.00]
[29Nov2024 00:03:19.008] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2436, l='ServerLevel[world]', x=608.00, y=67.00, z=-218.00]
[29Nov2024 00:03:19.009] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2437, l='ServerLevel[world]', x=571.00, y=53.00, z=-212.00]
[29Nov2024 00:03:19.010] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2438, l='ServerLevel[world]', x=588.00, y=41.00, z=-177.00]
[29Nov2024 00:03:19.010] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2439, l='ServerLevel[world]', x=569.00, y=52.00, z=-232.00]
[29Nov2024 00:03:19.010] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2440, l='ServerLevel[world]', x=585.00, y=58.00, z=-201.00]
[29Nov2024 00:03:19.011] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2441, l='ServerLevel[world]', x=622.00, y=57.00, z=-202.00]
[29Nov2024 00:03:19.011] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2442, l='ServerLevel[world]', x=588.00, y=44.00, z=-183.00]
[29Nov2024 00:03:19.011] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2443, l='ServerLevel[world]', x=589.00, y=46.00, z=-193.00]
[29Nov2024 00:03:19.012] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2444, l='ServerLevel[world]', x=571.00, y=42.00, z=-224.00]
[29Nov2024 00:03:19.012] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2445, l='ServerLevel[world]', x=592.00, y=57.00, z=-218.00]
[29Nov2024 00:03:19.013] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2446, l='ServerLevel[world]', x=614.00, y=43.00, z=-205.00]
[29Nov2024 00:03:19.013] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2447, l='ServerLevel[world]', x=573.00, y=42.00, z=-207.00]
[29Nov2024 00:03:19.014] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2448, l='ServerLevel[world]', x=568.00, y=51.00, z=-216.00]
[29Nov2024 00:03:19.014] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2449, l='ServerLevel[world]', x=614.00, y=51.00, z=-226.00]
[29Nov2024 00:03:19.015] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2450, l='ServerLevel[world]', x=598.00, y=66.00, z=-170.00]
[29Nov2024 00:03:19.015] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Poppy'/2451, l='ServerLevel[world]', x=564.49, y=64.61, z=-221.45]
[29Nov2024 00:03:19.016] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2452, l='ServerLevel[world]', x=620.00, y=46.00, z=-189.00]
[29Nov2024 00:03:19.016] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2453, l='ServerLevel[world]', x=607.00, y=55.00, z=-212.00]
[29Nov2024 00:03:19.016] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2454, l='ServerLevel[world]', x=560.00, y=61.00, z=-167.00]
[29Nov2024 00:03:19.017] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2455, l='ServerLevel[world]', x=555.00, y=55.00, z=-177.00]
[29Nov2024 00:03:19.017] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2456, l='ServerLevel[world]', x=607.00, y=58.00, z=-189.00]
[29Nov2024 00:03:19.018] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2457, l='ServerLevel[world]', x=608.00, y=67.00, z=-217.00]
[29Nov2024 00:03:19.018] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2458, l='ServerLevel[world]', x=582.00, y=48.00, z=-202.00]
[29Nov2024 00:03:19.019] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2459, l='ServerLevel[world]', x=546.00, y=51.00, z=-210.00]
[29Nov2024 00:03:19.020] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2461, l='ServerLevel[world]', x=588.00, y=50.00, z=-204.00]
[29Nov2024 00:03:19.020] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2462, l='ServerLevel[world]', x=598.00, y=69.00, z=-206.00]
[29Nov2024 00:03:19.020] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Poppy'/2463, l='ServerLevel[world]', x=571.34, y=63.58, z=-220.33]
[29Nov2024 00:03:19.021] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2464, l='ServerLevel[world]', x=584.00, y=45.00, z=-202.00]
[29Nov2024 00:03:19.021] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2465, l='ServerLevel[world]', x=602.00, y=54.00, z=-228.00]
[29Nov2024 00:03:19.021] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2466, l='ServerLevel[world]', x=566.00, y=58.00, z=-195.00]
[29Nov2024 00:03:19.022] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2467, l='ServerLevel[world]', x=604.00, y=41.00, z=-181.00]
[29Nov2024 00:03:19.022] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2468, l='ServerLevel[world]', x=570.00, y=44.00, z=-184.00]
[29Nov2024 00:03:19.023] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2469, l='ServerLevel[world]', x=588.00, y=54.00, z=-201.00]
[29Nov2024 00:03:19.024] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2470, l='ServerLevel[world]', x=581.00, y=45.00, z=-222.00]
[29Nov2024 00:03:19.024] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2471, l='ServerLevel[world]', x=594.00, y=40.00, z=-210.00]
[29Nov2024 00:03:19.025] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2472, l='ServerLevel[world]', x=615.00, y=66.00, z=-201.00]
[29Nov2024 00:03:19.025] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2473, l='ServerLevel[world]', x=575.00, y=43.00, z=-195.00]
[29Nov2024 00:03:19.025] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2474, l='ServerLevel[world]', x=571.00, y=54.00, z=-211.00]
[29Nov2024 00:03:19.026] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2475, l='ServerLevel[world]', x=571.00, y=45.00, z=-223.00]
[29Nov2024 00:03:19.026] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2476, l='ServerLevel[world]', x=615.00, y=43.00, z=-206.00]
[29Nov2024 00:03:19.026] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2477, l='ServerLevel[world]', x=592.00, y=47.00, z=-226.00]
[29Nov2024 00:03:19.027] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2478, l='ServerLevel[world]', x=591.00, y=58.00, z=-202.00]
[29Nov2024 00:03:19.027] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2479, l='ServerLevel[world]', x=621.00, y=60.00, z=-233.00]
[29Nov2024 00:03:19.028] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2480, l='ServerLevel[world]', x=574.00, y=42.00, z=-202.00]
[29Nov2024 00:03:19.029] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2481, l='ServerLevel[world]', x=575.00, y=43.00, z=-185.00]
[29Nov2024 00:03:19.029] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2482, l='ServerLevel[world]', x=588.00, y=43.00, z=-226.00]
[29Nov2024 00:03:19.030] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2483, l='ServerLevel[world]', x=578.00, y=61.00, z=-188.00]
[29Nov2024 00:03:19.030] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2484, l='ServerLevel[world]', x=573.00, y=58.00, z=-221.00]
[29Nov2024 00:03:19.030] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2485, l='ServerLevel[world]', x=567.00, y=60.00, z=-166.00]
[29Nov2024 00:03:19.031] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Wheat Seeds'/2486, l='ServerLevel[world]', x=587.32, y=64.69, z=-222.68]
[29Nov2024 00:03:19.031] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Poppy'/2487, l='ServerLevel[world]', x=581.46, y=64.27, z=-216.36]
[29Nov2024 00:03:19.031] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2488, l='ServerLevel[world]', x=591.00, y=48.00, z=-225.00]
[29Nov2024 00:03:19.032] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2489, l='ServerLevel[world]', x=568.00, y=39.00, z=-205.00]
[29Nov2024 00:03:19.032] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Poppy'/2490, l='ServerLevel[world]', x=608.45, y=79.75, z=-161.61]
[29Nov2024 00:03:19.033] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2491, l='ServerLevel[world]', x=615.00, y=67.00, z=-201.00]
[29Nov2024 00:03:19.033] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2492, l='ServerLevel[world]', x=558.00, y=47.00, z=-213.00]
[29Nov2024 00:03:19.034] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2493, l='ServerLevel[world]', x=564.00, y=56.00, z=-205.00]
[29Nov2024 00:03:19.035] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2494, l='ServerLevel[world]', x=574.00, y=57.00, z=-220.00]
[29Nov2024 00:03:19.035] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2495, l='ServerLevel[world]', x=571.00, y=54.00, z=-208.00]
[29Nov2024 00:03:19.035] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ItemEntity['Lilac'/2496, l='ServerLevel[world]', x=601.51, y=73.36, z=-217.66]
[29Nov2024 00:03:19.036] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2497, l='ServerLevel[world]', x=612.00, y=69.00, z=-162.00]
[29Nov2024 00:03:19.036] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2498, l='ServerLevel[world]', x=587.00, y=42.00, z=-214.00]
[29Nov2024 00:03:19.036] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2499, l='ServerLevel[world]', x=587.00, y=41.00, z=-215.00]
[29Nov2024 00:03:19.037] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2500, l='ServerLevel[world]', x=582.00, y=43.00, z=-222.00]
[29Nov2024 00:03:19.037] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2501, l='ServerLevel[world]', x=576.00, y=58.00, z=-182.00]
[29Nov2024 00:03:19.038] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2502, l='ServerLevel[world]', x=592.00, y=55.00, z=-198.00]
[29Nov2024 00:03:19.038] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2503, l='ServerLevel[world]', x=569.00, y=51.00, z=-196.00]
[29Nov2024 00:03:19.039] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2504, l='ServerLevel[world]', x=606.00, y=58.00, z=-190.00]
[29Nov2024 00:03:19.039] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2505, l='ServerLevel[world]', x=619.00, y=64.00, z=-201.00]
[29Nov2024 00:03:19.040] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2506, l='ServerLevel[world]', x=574.00, y=41.00, z=-202.00]
[29Nov2024 00:03:19.040] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2507, l='ServerLevel[world]', x=572.00, y=52.00, z=-207.00]
[29Nov2024 00:03:19.041] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2508, l='ServerLevel[world]', x=570.00, y=45.00, z=-181.00]
[29Nov2024 00:03:19.041] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2509, l='ServerLevel[world]', x=614.00, y=58.00, z=-202.00]
[29Nov2024 00:03:19.041] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2510, l='ServerLevel[world]', x=570.00, y=43.00, z=-201.00]
[29Nov2024 00:03:19.042] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2511, l='ServerLevel[world]', x=573.00, y=38.00, z=-196.00]
[29Nov2024 00:03:19.042] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2512, l='ServerLevel[world]', x=607.00, y=68.00, z=-217.00]
[29Nov2024 00:03:19.043] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2513, l='ServerLevel[world]', x=560.00, y=44.00, z=-206.00]
[29Nov2024 00:03:19.043] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2514, l='ServerLevel[world]', x=588.00, y=41.00, z=-214.00]
[29Nov2024 00:03:19.044] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2515, l='ServerLevel[world]', x=562.00, y=40.00, z=-198.00]
[29Nov2024 00:03:19.044] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2516, l='ServerLevel[world]', x=608.00, y=53.00, z=-221.00]
[29Nov2024 00:03:19.045] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2517, l='ServerLevel[world]', x=594.00, y=55.00, z=-199.00]
[29Nov2024 00:03:19.045] [Server thread/WARN] [net.minecraft.world.TrackedEntity/]: Fetching packet for removed entity ExperienceOrbEntity['Experience Orb'/2518, l='ServerLevel[world]', x=611.00, y=64.00, z=-215.00]
